source,text,url,predicted_sentiment,sentiment_score
Newsdata.io,"Gold Trading Strategy and the Global Gold Trading Market. Image: https://www.abnewswire.com/upload/2025/11/f46d4aaacd33ad5bd63a6769c8ced97d.jpgGold has long been regarded as one of the most valuable and stable assets in the world. From ancient civilizations that used gold as currency to modern investors who view it as a hedge against inflation and market volatility,",https://www.openpr.com/news/4262744/gold-trading-strategy-and-the-global-gold-trading-market,Positive,0.75
Newsdata.io,"Meta launches groundbreaking ASR model for over 1,600 languages. Meta has unveiled its new open source automatic speech recognition (ASR) system, capable of transcribing more than 1,600 languages, a significant expansion compared to OpenAI's Whisper model, which only supports 99 languages. This move marks Meta's return to the open source AI community, potentially reshaping accessibility in multilingual communication. The introduction of this comprehensive ASR model could enhance global communication tools and foster inclusivity in technology.The post Meta launches groundbreaking ASR model for over 1,600 languages appeared first on NextBigWhat.",https://nextbigwhat.com/meta-launches-groundbreaking-asr-model-for-over-1600-languages/,Positive,0.9
Newsdata.io,Trump-picked US attorney fires off subpoenas for ‘grand conspiracy’ case against president’s enemies. Trump’s allies seek ‘justice’ with sweeping federal probe targeting critics and political opponents,https://www.independent.co.uk/news/world/americas/us-politics/trump-conspiracy-investigation-florida-subpoenas-b2862557.html,Negative,-0.85
Newsdata.io,"Kaltura invests $27M in AI avatar startup eSelf to enhance video tools. Kaltura has completed the acquisition of AI avatar startup eSelf for $27 million, aiming to incorporate generative AI capabilities into its enterprise video and learning platforms. eSelf was founded by the architect behind Snap's AI technology, showcasing a strong pedigree in the field. This deal highlights Kaltura's commitment to advancing its offerings by leveraging cutting-edge AI solutions.The post Kaltura invests $27M in AI avatar startup eSelf to enhance video tools appeared first on NextBigWhat.",https://nextbigwhat.com/kaltura-invests-27m-in-ai-avatar-startup-eself-to-enhance-video-tools/,Positive,0.9
Newsdata.io,"Bank of America revamps Nvidia stock forecast on AI skepticism. Investors are eagerly awaiting Nvidia's Q3 earnings that will be released on November 19. The company’s results will, to some degree, reflect the state of the AI industry as a whole, as Nvidia is at the center of it. This is putting a lot of pressure on the company as AI skepticism is...",https://biztoc.com/x/e5861cd5cd3c797b,Negative,-0.55
Newsdata.io,"How AI will affect jobs at banks' front, middle, and back offices, according to a 20-year banking veteran. Sopnendu Mohanty worked at Citi for nearly 20 years and cofounded the Singapore FinTech Festival. He told Business Insider that back office roles in banks will be hit the hardest by AI.GFTNSopnendu Mohanty, 53, is the group CEO of the global advisory and investment firm GFTN.He worked at Citi...",https://biztoc.com/x/b4b53e82eb928231,Negative,-0.55
Newsdata.io,"Excessive chatbot use linked to delusions among users. A rising trend indicates that heavy users of AI chatbots, especially OpenAI's ChatGPT, are experiencing delusions during extended interactions. This phenomenon raises concerns about the psychological effects of prolonged engagement with AI technology. Experts highlight the need for awareness and potential guidelines to mitigate these risks.The post Excessive chatbot use linked to delusions among users appeared first on NextBigWhat.",https://nextbigwhat.com/excessive-chatbot-use-linked-to-delusions-among-users/,Negative,-0.75
Newsdata.io,"Intel CTO Katti leaves for OpenAI. Intel Chief Technology Officer (CTO) Sachin Katti announced on X that he is leaving the chipmaker to join OpenAI, where he will focus on building compute infrastructure for artificial general intellig...",https://biztoc.com/x/4b11bd8b3041e943,Neutral,0.0
Newsdata.io,"Intel’s AI chief Sachin Katti joins OpenAI for infrastructure development. Sachin Katti, previously Intel's Chief Technology and AI Officer, has departed the company to take on a hardware role at OpenAI. His move is expected to bolster OpenAI's infrastructure initiatives, which are crucial for the startup's ongoing growth in AI technologies. Katti's expertise in AI and technology positions him as a key asset in enhancing OpenAI's capabilities.The post Intel’s AI chief Sachin Katti joins OpenAI for infrastructure development appeared first on NextBigWhat.",https://nextbigwhat.com/intels-ai-chief-sachin-katti-joins-openai-for-infrastructure-development/,Positive,0.85
Newsdata.io,"Lovable targets corporate market as user base approaches 8 million. AI coding startup Lovable is nearing 8 million users, with over half of Fortune 500 companies leveraging its platform to enhance creativity. CEO Osika highlighted the strong retention rate, indicating solid growth within its diverse user base. The company is now focusing on expanding its reach among corporate employees.The post Lovable targets corporate market as user base approaches 8 million appeared first on NextBigWhat.",https://nextbigwhat.com/lovable-targets-corporate-market-as-user-base-approaches-8-million/,Positive,0.85
Newsdata.io,Intel CEO to oversee its AI efforts after executive departs for OpenAI. NEW YORK: Intel said on Monday its chief executive officer (CEO) Lip-Bu Tan would oversee the chipmaker’s artificial intelligence (AI) efforts following the departure of its chief technology officer (CTO) to ChatGPT maker OpenAI.,https://www.nst.com.my/business/corporate/2025/11/1312430/intel-ceo-oversee-its-ai-efforts-after-executive-departs-openai,Neutral,0.0
Newsdata.io,"Microvast (NASDAQ:MVST) Posts Quarterly Earnings Results, Misses Estimates By $0.01 EPS. Microvast (NASDAQ:MVST – Get Free Report) released its earnings results on Monday. The company reported $0.04 EPS for the quarter, missing analysts’ consensus estimates of $0.05 by ($0.01), Zacks reports. The firm had revenue of $123.29 million for the quarter, compared to the consensus estimate of $120.02 million. Microvast had a positive return on equity [...]",https://www.watchlistnews.com/microvast-nasdaqmvst-posts-quarterly-earnings-results-misses-estimates-by-0-01-eps/10881478.html,Neutral,0.0
Newsdata.io,"Repay (NASDAQ:RPAY) Announces Quarterly Earnings Results. Repay (NASDAQ:RPAY – Get Free Report) released its quarterly earnings results on Monday. The company reported $0.17 EPS for the quarter, missing analysts’ consensus estimates of $0.20 by ($0.03), Zacks reports. Repay had a positive return on equity of 8.89% and a negative net margin of 35.79%. Repay Trading Down 1.6% Shares of NASDAQ:RPAY traded [...]",https://zolmax.com/investing/repay-nasdaqrpay-announces-quarterly-earnings-results/11655432.html,Negative,-0.75
Newsdata.io,"Repay (NASDAQ:RPAY) Issues Quarterly Earnings Results, Misses Expectations By $0.03 EPS. Repay (NASDAQ:RPAY – Get Free Report) issued its quarterly earnings data on Monday. The company reported $0.17 earnings per share (EPS) for the quarter, missing analysts’ consensus estimates of $0.20 by ($0.03), Zacks reports. Repay had a negative net margin of 35.79% and a positive return on equity of 8.89%. Repay Stock Down 1.6% Shares [...]",https://www.dailypolitical.com/2025/11/10/repay-nasdaqrpay-issues-quarterly-earnings-results-misses-expectations-by-0-03-eps.html,Negative,-0.75
Newsdata.io,"Microvast (NASDAQ:MVST) Issues Earnings Results, Misses Estimates By $0.01 EPS. Microvast (NASDAQ:MVST – Get Free Report) announced its quarterly earnings results on Monday. The company reported $0.04 EPS for the quarter, missing analysts’ consensus estimates of $0.05 by ($0.01), Zacks reports. The firm had revenue of $123.29 million during the quarter, compared to the consensus estimate of $120.02 million. Microvast had a negative net margin [...]",https://www.tickerreport.com/banking-finance/13239894/microvast-nasdaqmvst-issues-earnings-results-misses-estimates-by-0-01-eps.html,Negative,-0.55
Newsdata.io,India News | Delhi Police Receives 75 Surveillance Drones from IGDTUW. Get latest articles and stories on India at LatestLY. Delhi Police has received a batch of 75 surveillance drones from Indira Gandhi Delhi Technical University for Women (IGDTUW).,https://www.latestly.com/agency-news/india-news-delhi-police-receives-75-surveillance-drones-from-igdtuw-7199629.html,Neutral,0.0
Newsdata.io,"1987 Van Gogh fetches record price. A painting by Vincent Van Gogh has been sold for $49m (£27m) – a world record for a work of art. The final price was more than twice what the painting, called Irises, had been expected to reach. The anonymous purchaser must also pay a 10% commission fee to the auction house, Sotheby’s, bringing the [...]The post 1987 Van Gogh fetches record price appeared first on MACAU DAILY TIMES 澳門每日時報.",https://macaudailytimes.com.mo/1987-van-gogh-fetches-record-price-2.html,Positive,0.9
Newsdata.io,"Wikipedia demands AI developers pay for content access and provide attribution. Wikipedia on Monday laid out a simple plan to ensure its website continues to be supported in the AI era, despite its declining traffic. In a blog post, the Wikimedia Foundation, the organization that runs the popular online encyclopedia, called on AI developers to use its content “responsibly” by ensuring its contributions are properly attributed [...]",https://arynews.tv/wikipedia-urges-ai-developers-for-ethical-use/,Neutral,0.0
Newsdata.io,"Israel Army Chief Urges ""Systemic"" Probe Into October 7 Attack. Israel's military chief called on Monday for a ""systemic investigation"" into the failures that led to Hamas's October 7, 2023 attack, as the government dragged its feet on establishing a state commission of inquiry on the matter.",https://www.ndtv.com/world-news/israel-army-chief-urges-systemic-probe-into-october-7-attack-9612185,Neutral,0.0
Newsdata.io,"Velo3D, Inc. (VLDXD) Q3 2025 Earnings Call Transcript. Velo3D, Inc. (OTC:VLDXD) Q3 2025 Earnings Call November 10, 2025 5:00 PM ESTCompany ParticipantsArun Jeldi - Chairman & CEOHull Xu - CFO & Principal...",https://seekingalpha.com/article/4841601-velo3d-inc-vldxd-q3-2025-earnings-call-transcript,Neutral,0.0
Newsdata.io,Researchers Use Explainable AI to Enhance Chemical Sensors for Improved Odor Discrimination - geneonline.com. Researchers Use Explainable AI to Enhance Chemical Sensors for Improved Odor Discrimination geneonline.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNakFTNHU3U2ZOWW1NUDRNaFlzY3JZazRnWkRZOV9oaDJzUEJjbXFwb1Bvb2M0d0JHcHZYZVQ1clpiUEZNU3g5ejJoMHFrZnlpVVQ4WGRKWU9tSzFJU0J5dFp5ZWlrYjc3RmhpMUwtdThZTmNjR2w0VFcxUUZGbnFhVFJnYlR4SExsWFJmQ2tVUG9JaF9qRkg2SHVTNnlBOU5fanlhRjVFTUJueTd6dDhnNXU5MGNRVkY3SmtV?oc=5,Positive,0.75
Newsdata.io,"World’s first transatlantic robotic stroke surgery performed from Florida to Dundee. A new robotic system enables the first remote and transatlantic thrombectomy, showing how distance may no longer limit stroke care.",https://interestingengineering.com/ai-robotics/remote-robotic-thrombectomy-sentante-breakthrough,Positive,0.95
Newsdata.io,"Yonsei University plans public hearing amid AI-linked cheating scandal. Yonsei University, one of the nation's leading institutions, is pushing to hold a public hearing on the ethics of artificial intelligence as it grapples with a high-profile mass cheating scandal involving the use of AI. According to sources, the Seoul-based university is preparing to organize an emergency hearing hosted by its Institute for AI and Social Innovation to address various issues, including the increasing transition to online classes and exams, the evolving functions and expanded usag",https://www.koreaherald.com/article/10613225,Negative,-0.65
Newsdata.io,"JKEDI holds two-day entrepreneurship orientation prog for KUstudents. SRINAGAR: The Jammu and Kashmir Entrepreneurship Development Institute (JKEDI) organized a two-day Entrepreneurship Orientation Program (EOP) for students and faculty of the Department of Food Science and Technology, University of Kashmir. The event was organized by the Centre for Entrepreneurship Education and Research (CEER), a program vertical of JKEDI, under the overall supervision of the [...]",https://kashmirreader.com/2025/11/11/jkedi-holds-two-day-entrepreneurship-orientation-prog-for-kustudents/,Neutral,0.0
Newsdata.io,"Deltek Celebrates the 18th Annual Most Valuable Project Award Winners at Deltek ProjectCon 2025. Global leaders across architecture, engineering, construction, consulting, and government contracting recognized for innovation using Deltek solutions HERNDON, Va., Nov. 11, 2025 /PRNewswire/ -- Deltek, the leading global provider of software and solutions for project-based businesses, today announced the winners of its annual Most Valuable Project (MVP) Awards at Deltek ProjectCon 2025, the company's annual user conference. The Deltek MVP Awards honor the most innovative organizations among Deltek's worldwide customers and partners across eight categories: The Architecture and Engineering (A&E) Award Award Background: Recognizes an A&E firm utilizing Deltek Vantagepoint to successfully execute projects. Winner: Zutari is a leading buildings and infrastructure engineering and advisory practice with a proud legacy of over 90 years across Africa and the Middle East. The company partners with clients throughout the infrastructure lifecycle to deliver innovative, digitally enabled solutions across Buildings, Water Resources & Treatment, Mining & Industrial Infrastructure, Energy & Power, Transport & Mobility, Sustainability, and other sectors. Results: With Deltek partner Silversoft, Zutari implemented Deltek Vantagepont and: Increased top-line growth by more than 20% with only an 8% increase in headcount. Reduced project losses by nearly 50%. Established a single, integrated ERP system to support real-time, data-driven decision-making. The Consulting Award Award Background: Recognizes a consulting firm using Deltek solutions as a key technology to deliver successful engagements to their clients. Winner:Omnicom Media Group India provides an Agency as a Platform (AaaP) approach by connecting best-in-class brands to demand capabilities that deliver better business outcomes for clients. Results: With Deltek Replicon's Time Bill Plus, Time Off Plus and Time Attend Plus, Omnicom: Reduced manual effort by 40%. Increased compliance to 95%. Real-time workforce visibility, fewer errors, and faster, data-driven decisions, boosting efficiency and scalability across the organization, and unifying operations for more than 500 users. The Construction Award Award Background: Recognizes a construction firm utilizing Deltek ComputerEase to keep jobs on track. Winner:Gottstein Corporation is a leading industrial contractor serving the manufacturing industry with a primary focus on food and beverage production. Results: With Deltek ComputerEase, Gottstein Corporation has: Scaled its growth for the past decade. Doubled down on innovation in its goal to become a billion-dollar company. The Enterprise Award Award Background: Recognizes a large business leveraging Deltek solutions to achieve a global mission. Winner:KPMG is a global organization of independent services firms providing Audit, Tax and Advisory services. Within the government and public sector, KPMG leverages its global experience to enhance digital footprints and promote sustainable practices in cities, defense, education, human and social services, and international development. Results: By migrating from Deltek Costpoint on-premise systems to Deltek Costpoint in the Cloud, KPMG: Modernized its entire Deltek infrastructure – the backbone of KPMG's Federal practice finance and accounting. Eliminated 49 legacy servers, improved reporting performance and ensured compliance with federal audit requirements like DCAA and CMMC 2.0. Supported over 2,300 employees for accurate billing, streamlined updates and long-term cost savings. The Government Contracting Award Award Background: Recognizes a firm that is using Deltek solutions to successfully execute business with federal, state and local governments. Winner: Sierra Nevada Company (SNC) is a trusted global leader in aerospace and national security and its innovative solutions enable connected protection through command, control and communications systems. Results: SNC uses Deltek Costpoint, Cobra, PM Compass, and ProPricer on large multi-billion dollar programs across the portfolio to support: Timekeeping, inventory management, and BI reporting for over 4,500 employees. Full EVM compliance, including Initial Baseline Reviews, Compliance Reviews, multiple IPMDAR deliveries, and data sets for seamless customer reporting. The Partner Award Award Background: Recognizes a Deltek partner and customer that together have completed an exceptional implementation of a Deltek solution. Winner:Lexell Blue is a Deltek Premier Partner recognized for excellence in delivering transformative solutions. With deep expertise in mergers and acquisitions, data migration, manufacturing, integrations/extensibility, and full-scale implementation services across the Deltek Costpoint family of products, Lexell Blue brings unmatched knowledge and precision to every engagement. Results: In partnership with their enterprise client in the government contracting industry, Lexell Blue helped: Reimplement Deltek Costpoint to modernize and consolidate legacy systems into one powerful ERP platform. Reduce IT overhead, achieve 98% time entry adoption, and complete on-time financial close to support their 6,000 users. The Professional Services Award Award Background: Recognizes a firm doing innovative work and succeeding with the help of Deltek solutions. Winner:IMEG Consultants Corp. is a leading U.S.-based engineering and consulting firm that delivers a rare combination — the broad expertise of a national leader with the personal relationships and deep collaboration of a local firm. Results: IMEG worked with strategic partner Baker Tilly on a unique solution related to FAR compliance within Deltek Vantagepoint, resulting in: Transitioning 3,000 employees across more than 90 locations from a third-party expense platform to Deltek Vantagepoint Expense Reporting. Lowering costs, enabling faster processing, and achieving smoother integration while maintaining FAR-compliant accounting of travel-related per diems. Realizing a monetary return on investment and eliminating reliance on daily API transfers within four months. The Small to Midsize Business Award Award Background: Recognizes a growing business doing innovative work and succeeding with the help of Deltek solutions. Winner:Adaptic LLC delivers innovative solutions in software development, systems engineering, analytics, and data science in support of the Intelligence Community. Results: Adaptic leveraged Deltek Costpoint and Deltek Dela's AI-powered time entry integrated with Microsoft Teams to: Empower its growth from one employee to 75 with minimal admin staff, while operating within secure SCIF environments. Reduce accounting entry time by 75%. Save 50% of time onboarding. Improve business development tracking by 90%. ""On behalf of everyone here at Deltek, congratulations to all the MVP award winners. It's an honor to stand with our customers and partners to help them achieve their mission-critical business goals,"" said Margo Margo Martin, Chief Customer Officer at Deltek. ""These winners are leaders in their industries, and we look forward to seeing how they grow in the years ahead."" Learn how Deltek customers are powering project success. About Deltek Better software means better projects. Deltek is the leading global provider of enterprise software and information solutions for project-based businesses. More than 30,000 organizations and millions of users in over 80 countries around the world rely on Deltek for superior levels of project intelligence, management and collaboration. Our industry-focused expertise powers project success by helping firms achieve performance that maximizes productivity and revenue. Learn more at www.deltek.com. Deltek ContactDeltek Media Relations Teampress@Deltek.com",https://en.prnasia.com/story/511223-0.shtml,Positive,0.95
Newsdata.io,"Wall Street jumps, Nvidia and Palantir lead AI surge. NEW YORK: Wall Street ended sharply higher on Monday, led by strong gains in Nvidia, Palantir and other heavyweight AI-related companies following progress in Washington to end a record government shutdown.",https://www.nst.com.my/business/corporate/2025/11/1312424/wall-street-jumps-nvidia-and-palantir-lead-ai-surge,Positive,0.88
Newsdata.io,Morgan Wallen facing backlash from fans for 'insane' reason. Morgan Wallen fans are calling out the singer over the ticket prices for his upcoming 'Still the Problem' tour.,https://us.headtopics.com/news/morgan-wallen-facing-backlash-from-fans-for-insane-reason-75642568,Negative,-0.85
Newsdata.io,An Infamous American Shipwreck Turned 50. Then Came the Internet’s Response.. A Great Lakes wreck's anniversary gave rise to the most ridiculous and reverent of memes.,https://us.headtopics.com/news/an-infamous-american-shipwreck-turned-50-then-came-the-75642729,Positive,0.7
Newsdata.io,"Summer Walker Reveals Album Collaborators With Wedding Seating Chart Featuring 21 Savage, GloRilla. Summer Walker unveiled the collaborators behind her upcoming third studio album, 'Finally Over It,' arriving Nov. 14.",https://us.headtopics.com/news/summer-walker-reveals-album-collaborators-with-wedding-75642874,Neutral,0.1
Newsdata.io,CalFresh payments. The most important stories for you to know today,https://us.headtopics.com/news/calfresh-payments-75642830,Neutral,0.0
Newsdata.io,"Kim Kardashian Vents 4 Psychics Told Her She'd Pass California Bar Exam. Kim Kardashian’s fuming after flunking her California Bar Exam -- 'cause turns out, she was banking on a different kind of counsel... a bunch of psychics who swore she’d pass!",https://us.headtopics.com/news/kim-kardashian-vents-4-psychics-told-her-she-d-pass-75642793,Negative,-0.8
Newsdata.io,"Neanderthals Boasted Larger Jaws Than Humans Due to a Tiny Difference in DNA. Discover Magazine’s award-winning journalism inspires and informs, delivering thought-provoking content that sparks meaningful conversations. With a focus on groundbreaking developments in science, technology, and the world around us, Discover highlights the impact of these innovations on our daily lives.",https://us.headtopics.com/news/neanderthals-boasted-larger-jaws-than-humans-due-to-a-tiny-75642742,Positive,0.85
Newsdata.io,Zendaya & Sydney Sweeney Reportedly in ‘Bitter Feud’ as Sources Claim the Euphoria Lead Is ‘Refusing’ to Promote the Show With Her Co-Star. A source dished to the Daily Mail that Zendaya and Sydney Sweeney will likely not appear together during press for Euphoria due to their “bitter feud” over differing political stances to the point where the Spider-Man star is “refusing” to stand next to her.,https://us.headtopics.com/news/zendaya-sydney-sweeney-reportedly-in-bitter-feud-as-75642514,Negative,-0.9
Newsdata.io,"Over 100 animals found living in deplorable conditions at home in New Jersey. Over 60 chickens, 14 dogs, 34 rabbits, 3 parakeets and 9 pigeons were rescued from a home in New Jersey.",https://us.headtopics.com/news/over-100-animals-found-living-in-deplorable-conditions-at-75642716,Negative,-0.75
Newsdata.io,"Revolutionary Lovable AI Coding Platform Explodes to 8 Million Users as Corporate Adoption Skyrockets. BitcoinWorldRevolutionary Lovable AI Coding Platform Explodes to 8 Million Users as Corporate Adoption SkyrocketsIn an astonishing display of rapid adoption, Lovable AI coding platform is approaching 8 million users just one year after launch, signaling a massive shift in how both corporate employees and individual creators approach software development. This explosive growth represents more than just numbers—it’s transforming how businesses innovate and compete in the AI era. How [...]This post Revolutionary Lovable AI Coding Platform Explodes to 8 Million Users as Corporate Adoption Skyrockets first appeared on BitcoinWorld.",https://bitcoinworld.co.in/lovable-ai-coding-growth/,Positive,0.95
Newsdata.io,Doctors Warn About Highly Infectious Virus Outbreak. The illness can cause painful mouth sores and a range of other symptoms.,https://us.headtopics.com/news/doctors-warn-about-highly-infectious-virus-outbreak-75642566,Negative,-0.85
Newsdata.io,Paramount+ Raises Subscription Prices in 2026: What You Need to Know. SR Streaming Recommendations - Paramount+ logo heavenly clouds,https://us.headtopics.com/news/paramount-raises-subscription-prices-in-2026-what-you-75642819,Negative,-0.4
Newsdata.io,"Marina Bay City Opens Doors to Select Developers to Accelerate Lombok's Landmark Multi-Billion Dollar Project. LOMBOK, INDONESIA - The multi-billion-dollar Marina Bay City in South Lombok, one of Indonesia's most ambitious master-planned developments, is entering a new growth phase under the stewardship of LUX Property, led by Australian National Review founder and political commentator Jamie",https://www.openpr.com/news/4262743/marina-bay-city-opens-doors-to-select-developers-to-accelerate,Positive,0.9
Newsdata.io,"DC Universe to Unveil True Crime Series, Introducing Familiar Faces and Fresh Perspectives. A new DC Universe series is coming to HBO, promising a true crime parody focusing on a fan-favorite character with a humorous spin. The show, helmed by the creators of American Vandal, will center on a key villain, presenting an innovative approach to superhero storytelling. The series presents a unique opportunity for DC Studios to address how they will integrate the Scarlet Speedster into their cinematic universe.",https://us.headtopics.com/news/dc-universe-to-unveil-true-crime-series-introducing-75642762,Positive,0.85
Newsdata.io,"Barrick starts review to boost predictability, safety. Details of the review will be released in February, interim CEO Mark Hill said.",https://us.headtopics.com/news/barrick-starts-review-to-boost-predictability-safety-75642698,Positive,0.65
