source,text,url,sentiment_label,sentiment_score
Yahoo Entertainment,"Oklo (OKLO)’s “Like A Dog,” Says Jim Cramer. We recently published 15 Stocks Jim Cramer Mentioned As He Said Quantum Computing Worried Him. Oklo Inc. (NYSE:OKLO) is one of the stocks Jim Cramer recently...",https://finance.yahoo.com/news/oklo-oklo-dog-says-jim-215448605.html,Negative,-0.9
Scientific American,"WHO Reports Global Rise in Antibiotic Resistance and Superbug Deaths. A new WHO report warns of rising antimicrobial resistance, and researchers uncover satellite data leaks and insect surprises.",https://www.scientificamerican.com/podcast/episode/who-reports-global-rise-in-antibiotic-resistance-and-superbug-deaths/,Negative,-0.95
Yahoo Entertainment,"Roth Capital Raises the PT on D-Wave Quantum (QBTS), Maintains a Buy. ​D-Wave Quantum Inc. (NYSE:QBTS) is one of the Hot Growth Stocks to Invest in Now. On October 16, Sujeeva De Silva from Roth Capital raised the firm’s price ...",https://finance.yahoo.com/news/roth-capital-raises-pt-d-070922502.html,Positive,0.9
The Verge,OpenAI partners with Broadcom to produce its own AI chips. OpenAI is teaming up with Broadcom to produce its own computer chips to power its AI data centers. The deal is the latest in a series of partnerships designed to reduce the company’s reliance on Nvidia and secure enough computing power to fuel apps like ChatG…,https://www.theverge.com/news/798827/openai-broadcom-custom-ai-chips,Positive,0.85
Scientific American,"2025 Nobel Prize in Physics Goes to Researchers Who Brought Quantum Mechanics into the Macroscale World. John Clarke, Michel H. Devoret and John M. Martinis shared the 2025 Nobel Prize in Physics for their work showing how bizarre microscopic quantum effects can infiltrate our large-scale, everyday world",https://www.scientificamerican.com/article/2025-nobel-prize-in-physics-goes-to-researchers-who-brought-quantum/,Positive,0.95
Yahoo Entertainment,"The Zacks Analyst Blog Highlights NVIDIA, Microsoft, IBM, D-Wave and IonQ. NVDA, MSFT, IBM, QBTS, and IONQ are poised to benefit from quantum computing advancements, combining hardware breakthroughs, commercial traction, and...",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-nvidia-091000163.html,Positive,0.92
Yahoo Entertainment,"Stocks to Gain From Quantum Computing in 2025: MSFT, IBM, QBTS, IONQ. Quantum computing stocks like MSFT, IBM, QBTS and IONQ are advancing hardware, partnerships and commercialization in 2025.",https://finance.yahoo.com/news/stocks-gain-quantum-computing-2025-170000383.html,Positive,0.88
Yanko Design,Logitech Muse Digital Marker Lets You Sketch in Midair on Vision Pro. Logitech Muse Digital Marker Lets You Sketch in Midair on Vision ProCreative professionals have been waiting for spatial computing to feel less like science fiction and more like actual work. Apple Vision Pro promised to revolutionize...,https://www.yankodesign.com/2025/10/16/logitech-muse-digital-marker-lets-you-sketch-in-midair-on-vision-pro/,Positive,0.85
Steveblank.com,"No Science, No Startups: The Innovation Engine We’re Switching Off. Tons of words have been written about the Trump Administrations war on Science in Universities. But few people have asked what, exactly, is science? How does it work? Who are the scientists? What do they do? And more importantly, why should anyone (outside of…",https://steveblank.com/2025/10/13/no-science-no-startups-the-unseen-engine-were-switching-off/,Negative,-0.9
Nature.com,"Google claims ‘quantum advantage’ again — but researchers are sceptical. The firm says it has solved a problem on a quantum processor faster than a classical computer, and is optimistic about future scientific applications.",https://www.nature.com/articles/d41586-025-03300-4,Neutral,0.0
Scientific American,How the Math That Powers Google Foresaw the New Pope. A decades-old technique from network science saw something in the papal conclave that AI missed,https://www.scientificamerican.com/article/how-the-math-that-powers-google-foresaw-the-new-pope/,Positive,0.7
Yahoo Entertainment,Exclusive-US Department of Energy forms $1 billion supercomputer and AI partnership with AMD. WASHINGTON/SAN FRANCISCO (Reuters) -The U.S. has formed a $1 billion partnership with Advanced Micro Devices to construct two supercomputers that will tackle...,https://tech.yahoo.com/computing/articles/exclusive-us-department-energy-forms-150042097.html,Positive,0.8
Scientific American,Google Measures ‘Quantum Echoes’ on Willow Quantum Computer Chip. “Quantum echoes” rippling through Google’s quantum computer chip Willow could lead to advances in molecular chemistry and the physics of black holes,https://www.scientificamerican.com/article/google-measures-quantum-echoes-on-willow-quantum-computer-chip/,Positive,0.75
Nature.com,"China seeks self-reliance in science in next five-year plan. Beijing wants to double down on advanced semiconductor technologies, artificial intelligence and basic research.",https://www.nature.com/articles/d41586-025-03491-w,Positive,0.7
Yahoo Entertainment,"A Fresh Look at IonQ (IONQ) Valuation Following Strong Revenue Growth and Continued Net Losses. IonQ (IONQ) recently reported its annual results, catching the attention of investors tracking the quantum computing sector. The company posted 41% revenue...",https://finance.yahoo.com/news/fresh-look-ionq-ionq-valuation-061126612.html,Neutral,-0.1
Science Daily,"Quantum simulations that once needed supercomputers now run on laptops. A team at the University at Buffalo has made it possible to simulate complex quantum systems without needing a supercomputer. By expanding the truncated Wigner approximation, they’ve created an accessible, efficient way to model real-world quantum behavior. T…",https://www.sciencedaily.com/releases/2025/10/251011105515.htm,Positive,0.85
Business Insider,A $5 billion deal key to CoreWeave's AI empire just lost another investor's support. CoreWeave's deal to acquire a data center partner is in jeopardy after shareholders oppose the transaction.,https://www.businessinsider.com/core-scientific-shareholder-oppose-coreweave-takeover-bid-2025-10,Negative,-0.8
Science Daily,"Japanese scientists unveil a quantum battery that defies energy loss. A team of researchers has designed a theoretical model for a topological quantum battery capable of long-distance energy transfer and immunity to dissipation. By exploiting topological properties in photonic waveguides, they showed that energy loss can not on…",https://www.sciencedaily.com/releases/2025/10/251023031612.htm,Positive,0.9
Slashdot.org,"OpenAI's Computing Deals Top $1 Trillion. OpenAI has signed about $1 trillion in deals this year for computing power to run its AI models, commitments that dwarf its revenue and raise questions about how it can fund them. From a report: Monday's deal with chipmaker AMD follows similar agreements with…",https://slashdot.org/story/25/10/07/1556256/openais-computing-deals-top-1-trillion,Negative,-0.65
MIT Technology Review,"Inside the archives of the NASA Ames Research Center. At the southern tip of San Francisco Bay, surrounded by the tech giants Google, Apple, and Microsoft, sits the historic NASA Ames Research Center. Its rich history includes a grab bag of fascinating scientific research involving massive wind tunnels, experime…",https://www.technologyreview.com/2025/10/22/1125378/nasa-ames-research-center-archives/,Neutral,0.05
Phys.Org,"Physicists demonstrate 3,000 quantum-bit system capable of continuous operation. One often-repeated example illustrates the mind-boggling potential of quantum computing: A machine with 300 quantum bits could simultaneously store more information than the number of particles in the known universe.",https://phys.org/news/2025-09-physicists-quantum-bit-capable.html,Positive,0.75
Yahoo Entertainment,Quantum Computing (QUBT) Tumbles as Funds Flee to Big Names. We recently published 10 Stocks With Massive Losses; AI Stocks Not Spared. Quantum Computing Inc. (NASDAQ:QUBT) is one of the worst performers on Monday...,https://finance.yahoo.com/news/quantum-computing-qubt-tumbles-funds-163119789.html,Negative,-0.85
Science Daily,"Scientists may be closing in on dark matter’s true identity. The LUX-ZEPLIN detector is breaking new ground in the hunt for dark matter, setting unprecedented limits on WIMP particles. Its results not only narrow the possibilities for dark matter but also open exciting paths toward other rare physics discoveries.",https://www.sciencedaily.com/releases/2025/09/250930034209.htm,Positive,0.82
