source,text,url,sentiment_label,sentiment_score
Business Insider,"When I was building my career, I relied on technology to keep my kids company. I realized I was losing them.. I was struggling to juggle motherhood and career, so I let my kids use tech to keep them company. They started to lose interest in conversation.",https://www.businessinsider.com/working-mom-screen-time-balance-career-and-kids-2025-9,Negative,-0.7
The Verge,"The best robot vacuum deals you can snag during Amazon’s fall Prime Day sale. Black Friday might bring some of the deepest discounts on tech like robot vacuums, but if you’d like to tidy up before Halloween parties and Thanksgiving guests arrive, Amazon’s fall Prime Day event features plenty of great robot vacuum deals, including disco…",https://www.theverge.com/tech/793567/robot-vacuum-mop-deals-amazon-october-prime-day-2025,Positive,0.8
Android Central,"Google says its new carbon capture initiative unlocks 'a critical technology pathway to enable a clean, affordable, reliable energy future,' but are initiatives like this a savior or a smokescreen as AI becomes more power-hungry?. AI is turning the already problematic issues computing has on the environment into a nightmare. Is there a solution?",https://www.androidcentral.com/apps-software/ai/google-carbon-capture-initiative-a-savior-or-a-smokescreen,Negative,-0.6
Wired,"The Argument for Letting AI Burn It All Down. When the AI bubble bursts, the nerds will do their best work.",https://www.wired.com/story/ai-normal-after-ai-plateaus/,Negative,-0.5
Yahoo Entertainment,"AI enabled Klarna to halve its workforce—now, the CEO is warning workers that other ‘tech bros’ are sugarcoating just how badly it’s about to impact jobs. Sebastian Siemiatkowski, who told Sam Altman he wanted Klarna to be ChatGPT’s “favorite guinea pig,” says too many CEOs are downplaying how disruptive AI...",https://finance.yahoo.com/news/ai-enabled-klarna-half-workforce-145442740.html,Negative,-0.8
CNET,"First Partner to the Stars: Muon Space Adopts Starlink Lasers for Millisecond Data Transfer. By integrating Starlink's mini laser technology, Muon Space will eliminate ground station bottlenecks to build a high-speed, real-time network in orbit.",https://www.cnet.com/science/space/first-partner-to-the-stars-muon-space-adopts-starlink-lasers-for-millisecond-data-transfer/,Positive,0.9
Yahoo Entertainment,"Why D-Wave Quantum (QBTS) Is Up 38.4% After Quantum Tech Cuts Police Response Times in Wales. North Wales Police announced the completion of a joint proof-of-technology project with D-Wave Quantum, using a hybrid-quantum application to optimize police...",https://finance.yahoo.com/news/why-d-wave-quantum-qbts-141334398.html,Positive,0.9
Business Insider,I'm a UCLA student. Here's how I get the most out of OpenAI's new Atlas browser.. Neuroscience & Entrepreneurship student Monica Adams shares three things she uses this new technology for.,https://www.businessinsider.com/ucla-student-use-openai-atlas-browser-2025-10,Neutral,0.1
BBC News,"Louvre heist inspires ad campaign for 'whisper' quiet lift. Böcker is touting its ""quiet as a whisper"" technology for ""when you need to move fast"".",https://www.bbc.com/news/articles/cpd2zyl304do,Positive,0.6
Android Central,"Meta AI just created the next evolution of the Photosphere. Hyperscape is a new technology from Meta that lets you scan and visit real world locations with hyper-realistic detail, all fully viewable in VR.",https://www.androidcentral.com/gaming/virtual-reality/meta-ai-just-created-the-next-evolution-of-the-photosphere,Positive,0.8
