source,text,url,predicted_sentiment,sentiment_score
Newsdata.io,"Inside Weka’s blueprint for production-grade enterprise AI. As 2025 draws to a close, the production-grade enterprise AI landscape looks very different from where it began. What started as a rush to train foundation models has evolved into an industry-wide focus on inference at scale — turning data into outcomes with speed, precision and sustainability. WekaIO Inc. is among the companies leading that [...]The post Inside Weka’s blueprint for production-grade enterprise AI appeared first on SiliconANGLE.",https://siliconangle.com/2025/11/10/weka-production-grade-enterprise-ai-sc24/,Positive,0.85
Newsdata.io,"EU explores banning Huawei, ZTE Corp from mobile networks of member countries, Bloomberg News reports. (Reuters) -The European Commission is considering ways to force European Union member states to phase out Huawei and ZTE Corp from their telecommunications networks, Bloomberg News reported on Monday, citing people familiar with the matter. Read full story",https://www.thestar.com.my/tech/tech-news/2025/11/11/eu-explores-banning-huawei-zte-corp-from-mobile-networks-of-member-countries-bloomberg-news-reports,Neutral,0.0
Newsdata.io,"Jefferies Remains Positive on Keurig Dr Pepper (KDP), Sees Investor Confidence Returning. Keurig Dr Pepper Inc. (NASDAQ:KDP) is one of the best dividend stocks to buy. KDP’s current momentum is driven by its acquisition of JDE Peet’s (JDEP), a Dutch coffee chain. On October 27, the company announced that it is securing $7 billion from Apollo and KKR to fund the JDEP acquisition. KDP hopes this will [...]",https://www.insidermonkey.com/blog/jefferies-remains-positive-on-keurig-dr-pepper-kdp-sees-investor-confidence-returning-1642850/,Positive,0.9
Newsdata.io,Teeth-whitening kit dentists love is slashed in price by up to 70 per cent: ‘My smile is brighter’. The Aussie brand who has sold a million treatments is launching its biggest sale in history.,https://7news.com.au/best-picks/teeth-whitening-kit-dentists-love-is-slashed-in-price-by-up-to-70-per-cent-my-smile-is-brighter-c-20633038,Positive,0.95
Newsdata.io,"Battle for Bihar: High-stakes final phase to decide fate of 1,300 candidates. Over 37 million voters, including 17.4 million women, are eligible to vote at 45,399 polling stations on Tuesday.",https://www.hindustantimes.com/india-news/battle-for-bihar-high-stakes-final-phase-to-decide-fate-of-1-300-candidates-101762815653785.html,Neutral,0.0
Newsdata.io,"Bright China 2025: Airdoc PBM Vision Rehabilitation Device Clinical Research Data Release. (MENAFN - ACN NewsWire) Bright China 2025: Airdoc PBM Vision Rehabilitation Device Clinical Research Data Release HONG KONG, Nov 11, 2025 - (ACN Newswire) – Recently, the Bright China 2025 Clear ...",https://menafn.com/1110324164/Bright-China-2025-Airdoc-PBM-Vision-Rehabilitation-Device-Clinical-Research-Data-Release,Neutral,0.0
Newsdata.io,"Bernstein Remains Bullish on Dollar General (DG), Maintains Buy Call. Dollar General Corporation (NYSE:DG) is one of the best dividend stocks to buy. On October 28, Bernstein analyst Zhihan Ma reiterated a Buy rating on Dollar General, with a price target of $134. On November 4, in another update independent of the analyst action, Dollar General reported that it has hired Travis Nixon as the [...]",https://www.insidermonkey.com/blog/bernstein-remains-bullish-on-dollar-general-dg-maintains-buy-call-1642852/,Positive,0.9
Newsdata.io,"The number of infant botulism cases tied to baby formula has climbed to 15. Here's what to know. An outbreak of botulism tied to ByHeart baby formula has made at least 15 infants sick in 12 states, a California health official said Monday.",https://www.postregister.com/businessreport/business/the-number-of-infant-botulism-cases-tied-to-baby-formula-has-climbed-to-15-heres/article_52e391b0-4495-5712-9240-a3d6a1e86b44.html,Negative,-0.85
Newsdata.io,"Ola Electric shares tumble 14% in just 4 sessions. Should you buy the dip?. Ola Electric shares are plummeting, nearing four-month lows amid investor concern. While technicals signal a downtrend, recent buying near Rs 40 offers support. The company reported a narrowed net loss but a significant revenue drop. Despite challenges, Ola aims for margin improvement and revenue diversification through energy products and in-house battery tech, eyeing profitability.",https://economictimes.indiatimes.com/markets/stocks/news/ola-electric-shares-tumble-14-in-just-4-sessions-should-you-buy-the-dip/articleshow/125240129.cms,Negative,-0.65
Newsdata.io,"Morgan Stanley Sees Growth Ahead for Starbucks (SBUX), Keeps Buy Rating and $105 PT. Starbucks Corporation (NASDAQ:SBUX) is one of the best dividend stocks to buy. On November 6, Morgan Stanley analyst Brian Harbour maintained a Buy recommendation on Starbucks with a price target of $105. The analyst’s Buy call stems from the company’s recent business initiatives and growth opportunities. The Starbucks brand is known for its in-house coffee [...]",https://www.insidermonkey.com/blog/morgan-stanley-sees-growth-ahead-for-starbucks-sbux-keeps-buy-rating-and-105-pt-1642855/,Positive,0.9
Newsdata.io,"Brazil Launches Sustainable Cocoa Project in Amazon Region. Cocoa Farming Brazil’s Ministry of Agriculture and Livestock has initiated a climate mitigation project combining cocoa farming with forest restoration across the Amazon and Atlantic Forest biomes, targeting emissions reductions of 5.18 million tons of carbon dioxide equivalent through sustainable agroforestry systems. The project, approved by the Green Climate Fund (GCF) in late October 2025, [...]The post Brazil Launches Sustainable Cocoa Project in Amazon Region appeared first on Ghanamma.com.",https://www.ghanamma.com/2025/11/10/brazil-launches-sustainable-cocoa-project-in-amazon-region/,Positive,0.9
Newsdata.io,"Ascent Solar Technologies (NASDAQ:ASTI) Announces Earnings Results. Ascent Solar Technologies (NASDAQ:ASTI – Get Free Report) posted its quarterly earnings results on Monday. The company reported ($0.62) earnings per share (EPS) for the quarter, Zacks reports. Ascent Solar Technologies Stock Performance NASDAQ ASTI traded up $0.08 on Monday, reaching $1.70. 131,701 shares of the company’s stock traded hands, compared to its average volume [...]",https://www.themarketsdaily.com/2025/11/10/ascent-solar-technologies-nasdaqasti-announces-earnings-results.html,Neutral,0.0
Newsdata.io,"Guardian Pharmacy Services (NYSE:GRDN) Posts Quarterly Earnings Results, Misses Estimates By $0.05 EPS. Guardian Pharmacy Services (NYSE:GRDN – Get Free Report) issued its earnings results on Monday. The company reported $0.19 EPS for the quarter, missing the consensus estimate of $0.24 by ($0.05), Zacks reports. Guardian Pharmacy Services had a negative net margin of 6.90% and a negative return on equity of 52.41%. Guardian Pharmacy Services updated its [...]",https://www.thelincolnianonline.com/2025/11/10/guardian-pharmacy-services-nysegrdn-posts-quarterly-earnings-results-misses-estimates-by-0-05-eps.html,Negative,-0.85
Newsdata.io,"Trump’s pardons aren’t just political; more importantly, they’re transactional | CNN Politics. So much of the coverage of President Donald Trump’s pardons is focused on how political they are. And they are certainly political – extraordinarily so.",https://www.cnn.com/2025/11/10/politics/trump-pardons-political-transactional,Negative,-0.6
Newsdata.io,"FDA removing black box warnings from hormone therapy drugs, a turning point for menopause treatment. The removal of warning labels by FDA could benefit future generations of women who previously avoided hormone therapy due to safety concerns",https://www.newschannel5.com/news/state/tennessee/davidson-county/fda-removing-black-box-warnings-from-hormone-therapy-drugs-a-turning-point-for-menopause-treatment,Positive,0.9
Newsdata.io,"Why are clinical trials still dominated by men? Gender gap raises concern. A line of people rolled their suitcases out of a clinical trial center in Seoul’s Gangseo District on Oct. 18. Leading the group was a young man wearing a black cap pulled low. Several men in hoodies and athletic wear followed. By the time the last participant walked out, 50 people had exited the building. All of them were men. According to the Ministry of Food and Drug Safety, clinical trial participants last year included about 92,600 men and about 68,600 women, showing a clear gap of more than 30 percent. The pattern was the same in previous years. In 2022, about 90,000 men participated compared with about 65,500 women. In 2023, about 89,500 men participated compared with about 67,100 women. An investigation by the Hankook Ilbo found similar results. Reporters visited about 20 hospitals conducting clinical trials for healthy volunteers more than 20 times in August and observed that most centers were filled with male participants. This was true even when recruitment postings said “healthy men and women aged eighteen or older.” People with previous experience in trials said the sa",https://www.koreatimes.co.kr/southkorea/health/20251111/why-are-clinical-trials-still-dominated-by-men-gender-gap-raises-concern,Negative,-0.6
Newsdata.io,"Marathon runner left brain-dead after being hit by truck during race. A runner in his twenties was struck by a truck during a marathon in North Chungcheong Province, leaving him brain-dead. According to police and fire authorities, the crash occurred at about 10:08 a.m., Monday, in Okcheon County during a marathon event. A 1-ton Porter truck hit the runner, a 25-year-old athlete from the Cheongju City Hall team. The accident happened when the truck, traveling in the first lane, suddenly changed into the second lane. The race course had two lanes: one remained open to regular traffic and the other was reserved for marathon runners. A was running at the front of the pack, with a police vehicle escorting runners about 20 to 30 meters ahead. The North Chungcheong Sports Council said the runner suffered severe head injuries and was taken to a general hospital in Daejeon, where he was later declared brain-dead and placed on life support. He joined the Cheongju City Hall team in August and had recently recorded strong results in multiple races. The relay marathon event, organized by the Chungcheongbuk-do Athletics Federation as part of a county competition, was sc",https://www.koreatimes.co.kr/southkorea/society/20251111/marathon-runner-left-brain-dead-after-being-hit-by-truck-during-race,Negative,-0.95
Newsdata.io,"As Warren Buffett prepares to step down, his warning to Wall Street is now at ear-shattering levels. Warren Buffett will step down as the CEO of Berkshire Hathaway at the end of the year.The post As Warren Buffett prepares to step down, his warning to Wall Street is now at ear-shattering levels appeared first on The Motley Fool Australia.",https://www.fool.com.au/2025/11/11/as-warren-buffett-prepares-to-step-down-his-warning-to-wall-street-is-now-at-ear-shattering-levels-usfeed/,Negative,-0.75
Newsdata.io,"Kroger (KR) Expands AI and Delivery Capabilities Through Instacart Partnership. The Kroger Co. (NYSE:KR) is one of the best dividend stocks to buy. On November 4, Kroger and Instacart disclosed that they have extended their partnership, with the latter being Kroger’s main end-to-end delivery partner for Kroger.com and the company’s mobile app. The two companies will offer AI-based shopping solutions to consumers. Kroger will be [...]",https://www.insidermonkey.com/blog/kroger-kr-expands-ai-and-delivery-capabilities-through-instacart-partnership-1642859/,Positive,0.9
Newsdata.io,"Nykaa looks promising, Trent remains a risky bet: Ambareesh Baliga. Market expert Ambareesh Baliga sees strong growth in India's beauty and personal care sector, with Nykaa's profits picking up. However, he expressed caution on Trent due to potential pressure on same-store sales. For power ancillary companies like Transformers and Rectifiers, Baliga advised waiting due to cash flow concerns, while a dip in Transrail Lighting might signal sector-wide issues.",https://economictimes.indiatimes.com/markets/expert-view/nykaa-looks-promising-trent-remains-a-risky-bet-ambareesh-baliga/articleshow/125239970.cms,Neutral,-0.1
Newsdata.io,Snap Inc. Partners With QM To Launch AR Experiences. (MENAFN - Gulf Times) Snap Inc. has partnered with Qatar Museums (QM) to celebrate the latter's anniversary with immersive augmented reality (AR) experiences.As part of the broader–Evolution Nation– ...,https://menafn.com/1110324124/Snap-Inc-Partners-With-QM-To-Launch-AR-Experiences,Positive,0.75
Newsdata.io,"Freedom Capital Markets Maintains Hold Rating on Pepsi Amid Modest Growth Outlook. PepsiCo, Inc. (NASDAQ:PEP) is one of the best dividend stocks to buy. On October 23, Freedom Capital Markets downgraded Pepsi to Hold from Buy, while also trimming its price target from $170 to $164. Freedom Capital sees a modest upside potential of 7%. The rating update came in light of Pepsi’s Q3 fiscal 2025 results, [...]",https://www.insidermonkey.com/blog/freedom-capital-markets-maintains-hold-rating-on-pepsi-amid-modest-growth-outlook-1642875/,Negative,-0.3
Newsdata.io,‘I’m horrified’: Buffalo leaders mobilize to assist those blocked from SNAP benefits. Community organizations across Buffalo are launching emergency food drives to combat rising food insecurity as the Trump administration continues to withhold SNAP benefits from thousands of families,https://www.wkbw.com/news/local-news/buffalo/im-horrified-buffalo-leaders-mobilize-to-assist-those-blocked-from-snap-benefits,Negative,-0.85
Newsdata.io,"BofA Reiterates Buy Call on Coca-Cola (KO), Lifts PT to $80. The Coca-Cola Company (NYSE:KO) is one of the best dividend stocks to buy. On November 7, BofA maintained a Buy recommendation on KO and lifted the price target from $78 to $80. BofA observed that after Coca-Cola’s Q3 financial results were published on October 21, the company also disclosed its 10-Q, in addition to the [...]",https://www.insidermonkey.com/blog/bofa-reiterates-buy-call-on-coca-cola-ko-lifts-pt-to-80-1642882/,Positive,0.9
Newsdata.io,King Felipe heads to China for more Spanish courtship. MADRID - King Felipe VI will start the first state visit to China by a Spanish monarch in 18 years on Tuesday as Madrid pursues the most active courtship of Beijing within the European Union.,https://www.straitstimes.com/world/king-felipe-heads-to-china-for-more-spanish-courtship,Neutral,0.0
Newsdata.io,"New AI Tool Boosts Early Detection of Dementia in Primary Care. A randomized clinical trial demonstrated a scalable, zero-cost approach for dementia diagnosis that combines patient questionnaire data with a fully digital artificial intelligence tool, which primary care settings can use without additional physician time.The post New AI Tool Boosts Early Detection of Dementia in Primary Care appeared first on GEN - Genetic Engineering and Biotechnology News.",https://www.genengnews.com/topics/artificial-intelligence/new-ai-tool-boosts-early-detection-of-dementia-in-primary-care/,Positive,0.92
Newsdata.io,"‘South Park’ Creators Explain Their Extreme Anti-MAGA Turn: ‘Politics Became Pop Culture’. 'South Park' has viciously mocked the MAGA movement over the past few months, and the show's creators are offering no apologies.",https://us.headtopics.com/news/south-park-creators-explain-their-extreme-anti-maga-turn-75641348,Negative,-0.75
Newsdata.io,How Somerville Became the First US City to Vote to Divest From Israeli Apartheid. Fearless Independent Journalism,https://us.headtopics.com/news/how-somerville-became-the-first-us-city-to-vote-to-divest-75641150,Positive,0.85
Newsdata.io,"Toxic Madness Wants to Leave You Bruised and Hugging Each Other. Going to the Dallas hardcore band's show is all raw energy, heavy riffs and mosh pits. They headline TX Tea Room in Deep Ellum on Nov. 13.",https://us.headtopics.com/news/toxic-madness-wants-to-leave-you-bruised-and-hugging-each-75641413,Positive,0.82
Newsdata.io,Apple TV Isn’t Interested in Ads or Buying Warner Bros. Discovery—Yet. Senior Vice President of Apple Services Eddy Cue says it's better for consumers 'not to get interrupted with ads.',https://us.headtopics.com/news/apple-tv-isn-t-interested-in-ads-or-buying-warner-bros-75641354,Positive,0.75
Newsdata.io,"The Tesla Cybertruck And Model Y Bosses Both Just Quit. Tesla has lost several top executives across divisions in recent months. They seem to be leaving on good terms, but the rate of executive turnover seems high.",https://us.headtopics.com/news/the-tesla-cybertruck-and-model-y-bosses-both-just-quit-75641093,Negative,-0.65
Newsdata.io,"Parents Sue Procter & Gamble (PG) Over Kids’ Crest Toothpaste, Claim Packaging Misleads Consumers. The Procter & Gamble Company (NYSE:PG) is one of the best dividend stocks to buy. A Reuters report dated November 3 disclosed a court ruling that Procter & Gamble must respond to claims regarding Kids’ Crest packaging, which misleads parents about how much toothpaste kids should use. On October 31, Jorge Alonso, the American district [...]",https://www.insidermonkey.com/blog/parents-sue-procter-gamble-pg-over-kids-crest-toothpaste-claim-packaging-misleads-consumers-1642884/,Neutral,-0.05
Newsdata.io,"'Shockingly large' amount of sensitive satellite communications are unencrypted and vulnerable to interception, researchers find. Tereza is a London-based science and technology journalist, aspiring fiction writer and amateur gymnast. Originally from Prague, the Czech Republic, she spent the first seven years of her career working as a reporter, script-writer and presenter for various TV programmes of the Czech Public Service Television.",https://us.headtopics.com/news/shockingly-large-amount-of-sensitive-satellite-75641387,Negative,-0.85
Newsdata.io,"MLB Free Agency: Biggest Needs for Phillies, Mets, Marlins, Braves, Nationals. Better pitching? Develop the youngsters? The biggest need for all five teams in the always competitive NL East.",https://us.headtopics.com/news/mlb-free-agency-biggest-needs-for-phillies-mets-marlins-75641401,Neutral,0.0
Newsdata.io,"Tesla’s Engineering Exodus Comes Amid Shift From Core EV Mission. The latest departures, days after shareholders backed Elon Musk’s $1 trillion pay package, follow the loss of top sales, battery, robotics and chip executives this year.",https://us.headtopics.com/news/tesla-s-engineering-exodus-comes-amid-shift-from-core-ev-75641240,Negative,-0.85
Newsdata.io,Elon Musk Tries Desperately to Prove He’s a Real Human Being. The world's richest man has created a fake world for himself.,https://gizmodo.com/elon-musk-ai-girlfriend-love-grok-desperate-2000683797,Negative,-0.88
Newsdata.io,"Stablecoin Market Explosion: BNY Mellon Predicts Astonishing $3.6T Growth by 2030. BitcoinWorldStablecoin Market Explosion: BNY Mellon Predicts Astonishing $3.6T Growth by 2030Are you ready for the massive transformation coming to digital finance? BNY Mellon’s latest report reveals an incredible projection: the stablecoin market could reach a staggering $3.6 trillion by 2030. This represents one of the most significant growth opportunities in the cryptocurrency space, fundamentally changing how institutions manage money and collateral. What Does the Stablecoin [...]This post Stablecoin Market Explosion: BNY Mellon Predicts Astonishing $3.6T Growth by 2030 first appeared on BitcoinWorld.",https://bitcoinworld.co.in/stablecoin-market-growth-prediction/,Positive,0.95
Newsdata.io,"Fossil Fuel Lobbyists Outnumbered Negotiators, Delegates at UN Climate Talks. Fearless Independent Journalism",https://us.headtopics.com/news/fossil-fuel-lobbyists-outnumbered-negotiators-delegates-at-75641151,Negative,-0.8
Newsdata.io,"Clay County couple, dolphin experts vying to buy Marineland will get a chance to bid on property, judge rules. A coalition led by a group of dolphin experts, with financial backing from a Clay County couple, is now getting a chance to formally bid on Marineland Dolphin Adventure at a bankruptcy auction.",https://us.headtopics.com/news/clay-county-couple-dolphin-experts-vying-to-buy-marineland-75641218,Neutral,0.0
Newsdata.io,"Apple’s Secret Siri Makeover: Inside the $1B Google Gemini Pact. Apple is reportedly partnering with Google in a $1 billion annual deal to power a revamped Siri using a custom 1.2 trillion-parameter Gemini AI model, set for 2026 launch. This move addresses Apple's AI delays while emphasizing privacy, potentially reshaping the competitive landscape for voice assistants.",https://www.webpronews.com/apples-secret-siri-makeover-inside-the-1b-google-gemini-pact/,Positive,0.75
