source,text,url,sentiment_label,sentiment_score
Yahoo Entertainment,1 Unpopular Stock That Deserves Some Love and 2 We Brush Off. Wall Street’s bearish price targets for the stocks in this article signal serious concerns. Such forecasts are uncommon in an industry where maintaining...,https://finance.yahoo.com/news/1-unpopular-stock-deserves-love-043920383.html,Negative,-0.7
Business Insider,"These are the most 'AI-proof' software companies, according to analysts. Investors worry that generative AI will disrupt software business models. These companies could fend off the threat.",https://www.businessinsider.com/software-saas-ai-proof-companies-2025-10,Positive,0.6
Business Insider,Why the government shutdown has one private credit manager busier than ever. Grays Peak Capital provides bridge financing to companies with government contracts.,https://www.businessinsider.com/scott-stevens-grays-peak-capital-government-shutdown-lending-contractors-2025-10,Positive,0.4
Business Insider,"How one Wall Street Rising Star went from tech investing to building a tire shop business. Anish Patipathi has worked with legends of private investing, but now he's building a new kind of private equity fund.",https://www.businessinsider.com/anish-pathipati-tech-investing-private-equity-rising-stars-simha-partners-2025-10,Positive,0.8
Business Insider,"Jamie Dimon wants to hire bankers in hot sectors for the firm's new $1.5 trillion bet on America: 'Just give us a call'. JPMorgan announced a new mega-plan to pump capital into sectors like AI, energy, and defense, which executives say will create new hiring needs.",https://www.businessinsider.com/jpmorgan-hiring-top-bankers-resiliency-investment-push-2025-10,Positive,0.85
Business Insider,An early Pop Mart investor said Chinese brands that want to make it big need to set their eyes on one market early on. David He from Black Ant Capital said Chinese companies should set their eyes on the US early on.,https://www.businessinsider.com/pop-mart-investor-chinese-brands-us-market-early-2025-10,Neutral,0.1
Business Insider,"Trump's top HR official floats hiring senior tech workers for 2-year government stints. Scott Kupor, a former a16z investor, says he wants to see more ""connectivity between the public and private sector.""",https://www.businessinsider.com/scott-kupor-a16z-hire-tech-workers-two-year-stints-2025-10,Neutral,0.0
Yahoo Entertainment,1 Large-Cap Stock to Consider Right Now and 2 Facing Challenges. Large-cap stocks usually command their industries because they have the scale to drive market trends. The flip side though is that their sheer size can limit...,https://finance.yahoo.com/news/1-large-cap-stock-consider-044736999.html,Neutral,0.0
Kotaku,"EA Goes Private, Then What?. Industry analysts weigh-in on how Saudi Arabia's leveraged buyout will impact one of gaming's biggest publishers
The post EA Goes Private, Then What? appeared first on Kotaku.",https://kotaku.com/ea-saudi-arabia-battlefield-6-mass-effect-bioware-private-equity-2000629947,Neutral,0.0
Business Insider,"Forget 60/40. BNY Wealth's chief investment officer says you need a different portfolio split for today's market.. Sinead Colton Grant, chief investment officer at BNY Wealth, said investors should have some exposure to private markets.",https://www.businessinsider.com/bny-wealth-chief-investment-officer-sinead-colton-grant-alternative-investments-2025-10,Neutral,0.05
Gizmodo.com,Inside the AI Healthcare Coalition That the Trump Admin Wants Dead. Coalition for Health AI says they are for AI transparency. Trump admin believes their aim is to stifle startups.,https://gizmodo.com/inside-the-ai-healthcare-coalition-that-the-trump-admin-wants-dead-2000666675,Negative,-0.65
Business Insider,"Databricks CEO says AI talent war has put 'too much pressure' on young people. Databricks CEO Ali Ghodsi said that young people now ask him how to become a CEO, and whether they were missing out by taking an internship.",https://www.businessinsider.com/databricks-ceo-ai-boom-pressure-young-people-2025-10,Negative,-0.7
Business Insider,"Zohran Mamdani's pitch to tech CEOs. Zohran Mamdani, the Democratic frontrunner of the NYC mayoral race, said CEOs will come if the employees they need can afford to live in the city.",https://www.businessinsider.com/zohran-mamdani-tech-ceos-nyc-mayoral-debate-affordability-2025-10,Neutral,0.15
Business Insider,"3 luxury handbags that add capital to your closet, according to resale data. Here are three bags to buy that hold their value on the secondary market.",https://www.businessinsider.com/luxury-bags-best-value-money-investment-hermes-chanel-louis-vuitton-2025-10,Positive,0.8
Business Insider,"A new AI matchmaker will set you up and plan the first date for $16 — skipping the swiping and DMs. Amata, an AI matchmaking app, is launching in the US. It's raised $6 million from investors to set up users and plan dates.",https://www.businessinsider.com/new-ai-matchmaking-dating-app-amata-launches-us-new-york-2025-9,Positive,0.65
Business Insider,Know an up-and-coming VC finding and winning great companies? We want to hear from you.. Business Insider is seeking nominations for this year's list of rising stars of venture capital.,https://www.businessinsider.com/rising-stars-of-venture-capital-nominations-10,Positive,0.5
Yahoo Entertainment,Nvidia-Backed AI Startup n8n Raises $180M at $2.5B Valuation. Funding round led by Accel adds momentum to growing AI agent market,https://finance.yahoo.com/news/nvidia-backed-ai-startup-n8n-174230387.html,Positive,0.85
Business Insider,Nvidia backs $6 billion battery recycling giant in bid to power the AI boom. Redwood Materials raises $350 million from investors including Eclipse Ventures and Nvidia. The money will help fund a new energy storage business.,https://www.businessinsider.com/nvidia-backs-redwood-materials-battery-recycling-power-ai-boom-2025-10,Positive,0.9
Business Insider,"No outfit is complete without a watch. These are the timepieces successful men swear by.. Watches are a core part of the wardrobes of many successful men. While some wear affordable, chic options, others splurge on luxury timepieces.",https://www.businessinsider.com/watches-successful-men-wear-every-day-2025-10,Positive,0.3
Business Insider,"Ultrawealthy families are pouring billions into private credit and real estate, but cutting back on early-stage startups. North America's richest families are steering wealth into credit and real estate, moving away from startups, Campden Wealth's 2025 report shows.",https://www.businessinsider.com/wealthy-families-shift-billions-to-credit-real-estate-ditch-startups-2025-10,Neutral,0.0
Business Insider,"The defense prime contractors have a new problem on their hands. US Army Secretary Dan Driscoll said the military needed to ""completely disrupt the system"" that ""lined the primes' pockets for so long.""",https://www.businessinsider.com/defense-prime-contractors-new-problem-dan-driscoll-2025-10,Negative,-0.7
Business Insider,"At SF Tech Week, the AI 'gold rush' shows no signs of slowing down. The good times are back in tech, and San Francisco is the white hot center of it all. It was hard to find events where AI was not the dominant theme.",https://www.businessinsider.com/the-ai-gold-rush-shows-no-signs-of-slowing-down-2025-10,Positive,0.9
Business Insider,"People are chasing AI stocks like 'dogs chase cars' — and a crash looks certain, veteran investor Bill Smead says. Bill Smead said ""momentum"" is fueling the AI boom, the tech's potential is already priced in, and it's almost a replay of the dot-com bubble.",https://www.businessinsider.com/ai-stocks-bubble-crash-smead-market-outlook-nvidia-openai-tech-2025-9,Negative,-0.9
BBC News,Spurs owners inject £100m into club. Tottenham Hotspur's majority owners inject £100m of new capital into the club.,https://www.bbc.com/sport/football/articles/cvgq2x6d6ejo,Positive,0.7
Business Insider,"Read 8 pitch decks that startup founders 25 years old or younger used to raise millions. Startup founders are ditching college, hustling through Y Combinator, and pitching VCs. Here are their pitch decks.",https://www.businessinsider.com/read-pitch-decks-startup-young-founders-raising-millions-ai-yc-2025-10,Positive,0.75
Gizmodo.com,US Crypto Activity Explodes by 50% in 2025 Amid Trump’s Regulatory Pullback. Crypto transaction volume in the US topped $1 trillion between January and July of this year. The president's embrace of the digital asset space appears to be the cause.,https://gizmodo.com/us-crypto-explodes-trump-2000675373,Positive,0.85
Business Insider,Big hedge funds' smaller strategies are outperforming their flagships so far in 2025. Some strategies have been more fruitful than others for the industry's biggest players this year.,https://www.businessinsider.com/hedge-funds-flagship-vs-smaller-funds-multistrategy-2025-10,Positive,0.65
Theregister.com,"Startups binge on AI while big firms sip cautiously, study shows. Better hope that bubble doesn't pop
The Andreessen Horowitz venture capital firm (aka A16z) crunched startup spending data and found young firms stuffing AI into everything, while bigger businesses remain far more restrained.…",https://www.theregister.com/2025/10/03/startups_binge_on_ai/,Negative,-0.55
Yahoo Entertainment,"Markets face 'sharp correction' if mood sours on AI or Fed freedom, Bank of England says. LONDON (Reuters) -Global financial markets could tumble if investors' mood sours on the prospects for artificial intelligence or the independence of the U.S....",https://finance.yahoo.com/news/markets-face-sharp-correction-mood-115507072.html,Negative,-0.85
